"text","orientacao"
"RT @BethDAlmeida1: http://t.co/inloW57oBD Pagadores de serviços de consultoria a Jose Dirceu #LavaJato",
"RT @VARGAS_DPF: Protesto contra o governo Dilma no domingo espera reunir milhares de capixabas em Vitória -  http://t.co/tUOKx3CZAw via @ga…",
"RT @demetera2: VÍDEO - Entrega de casas no Maranhão e o apoio a DILMA : http://t.co/w5haLqYNfj @CheZeGuevara @turquim5 @RodP13 @midiacrucis…",
"O vale-tudo de Dilma Rousseff deixou o Brasil sem dinheiro. Veja o resumo do caos http://t.co/2tMPt1E7rh",
"RT @BethDAlmeida1: É isso http://t.co/7X6HXZJnlB #Labogen #Piroquimica #LavaJato http://t.co/fJfnPTJa08",
"RT @o_antagonista: A propina do PMDB:",
,
,
"Sr fosse Collor ela já estaria nas ruas pedindo impeachment https://t.co/3uULjXczVf",
"RT @esmaelmorais: No Maranhão, Dilma ouviu do povo: “Não vai ter golpe!”; assista ao vídeo - http://t.co/DA2RYoX3lQ http://t.co/foSkhfqBWe",
"SERÁ    PORQUE   OS   GOLPISTAS  ESTÃO   PRESOS  ????",
,
"@Estadao @dilmabr Diga isso a Lula.",
"@susanac @margvs a competição com pizza com caracóis é renhida. não ouvi falar em batido de caracóis, mas cheguei a temer o despautério",
"No desespero, Dilma cobra de adversários o que seu governo nunca fez: pensar primeiro no Brasil http://t.co/HDaLWRIAPV",
"RT @MBLivre: FALTAM 6 DIAS PARA MUDARMOS O BRASIL.",
,
,
,
"eca Dilma ta aqui em slz",
"Manifestar contra a corrupção, sempre. Um dever! Mas, manifestar em favor de golpe político contra a… https://t.co/Wp7Jqam8LJ",
"Gnt ta permitido não aprovar o governo Dilma sem ser babaca",
"@Montpelier0 @cehdomenici @edmilsonpapo10 LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW2o",
"RT @ptbrasil: Mais uma vez, MP quer engavetar denúncias contra Aécio Neves em Minas. ",
,
"RT @cristianoguibor: Tá desesperada!!! https://t.co/HlHZG7dxJA",
"RT @BlogdoAmorim: Só IMPEACHMENT da Dilma e proscrição do PT salvam o Brasil! Estamos descendo ao fundo do poço! http://t.co/vbi58TdPyy",
"""Uma estadista maior que vê além da turba a qual me incluo"" sublime!Ion de Andrade: Noves fora, Dilma http://t.co/f5qey4HzqY",
"RT @cartamaior: Marcha das Margaridas: 70 mil vão Brasília. Acredite, Dilma, sua chance está aqui; mais que na trégua da Globo https://t.co…",
"RT @A_Bem_d_Verdade: Este Paris Hilton das alterosas é babaca só penas no umbigo dele, em vez de impeachment quer novas eleições. https://t…",
"RT @vyktorb: a dilma tá muito com cara de quem não aguenta mais e o corpo já entregou pra deus http://t.co/4yhCtOpVfw",
"#OperacaoBetaLab Dar prioridade a impeachment é o mesmo que colocar fogo no país, diz Renan: BRA... http://t.co/LgIDu995AP #SDV #TIMBETA",
"Manipulação pró Dilma. https://t.co/VWgZMmK3w2",
"@aceleracometa manifestação do povo ""direitos humanos para humanos direitos"" é sempre assim. Nunca expõe as suas verdadeiras intenções",
"Pelegada sindical se preparando pra sair às ruas por Dilma, enquanto governo dela produz mais de 500 mil desempregados só este ano.",
"Você sabia? @mariosabinof ",
,
,
"RT @BlogdoAmorim: A que ponto chegamos: MUSEU do LULA em S. Bernardo? Vejam as fotos do luxuoso projeto! http://t.co/HmtM2c7XRw",
"Você sabia? @mariosabinof ",
,
,
"RT @DiAntequera: @DepEduardoCunha AGU aparelhada pelo Governo! Uma instituição de Estado colocada a serviço de interesses políticos! ListaT…",
"2- , que leve o caos às finanças do governo federal, dos estados e dos municípios"" Dilma",
"RT @brasilpost: Juiz da Lava Jato diz que recursos no Brasil viraram 'aposta na impunidade' http://t.co/PfvLWsANba http://t.co/DebpTJyGxO",
"Dilma busca ajuda do MST para impedir manifestação de 16 de Agosto http://t.co/zk4xM3hjyj",
"RT @BlogOlhoNaMira: Dá-lhe Cunha, o Isolado: CPI do BNDES convocará Lula, Palocci, Okamoto e Lulinha. http://t.co/iu7DkGzkKW",
"RT @EsquerdaValente: Líder do governo: Dilma e Temer “estão integrados”:  http://t.co/nADMkOBqTC",
"RT @DiAntequera: @DepEduardoCunha AGU aparelhada pelo Governo! Uma instituição de Estado servindo a interesses políticos! #PEC82 #ListaTríp…",
"RT @jeremiaswernek: Torcida do Inter faz protesto no CT. Direção e Anderson são os alvos http://t.co/Z2lYTlTrcx via @UOLEsporte @UOL",
"ATENÇÃO: Botando o bloco na rua... https://t.co/yljkKKiZGZ",
"""Nós defendemos a democracia, somos contra qualquer tipo de golpe"" diz governador @FlavioDino http://t.co/Ufifoei3Ka",
"RT @AfonsoF25: Domingo 16 de Agosto pelas 16:00 começa a época do @boavistaoficial no Estádio do Bonfim. Transmissão na @SPORT_TV 1 http://…",
"RT @otaviorgs: Quem #VemPraRua16Ago encurralar Dilma e o PT de uma vez por todas, levanta a mão ",
,
"Ô Dilma! Nomeie logo a Marina! Incompreensível por incompreensível, ela ao menos inventa palavras… http://t.co/65Kv7pmHwa via @VEJA",
"O vale-tudo de Dilma Rousseff deixou o Brasil sem dinheiro. Veja o resumo do caos http://t.co/ninlyQDmEb.",
"Ô Dilma! Nomeie logo a Marina! Incompreensível por incompreensível, ela ao menos inventa palavras… http://t.co/MDxkAzI6BQ via @VEJA",
"RT @oConsciente: inst_lula: Lula participa da abertura da Marcha das Margaridas amanhã (11), em Brasília: http://t.co/sTZAlSeWUq",
"yahoobrasil: Dar prioridade a impeachment é o mesmo que colocar fogo no país, diz Renan: BRASÍLIA (Reuters) - ... http://t.co/MQoOXmd9Fp",
"RT @suelyrocha: Rindo da nossa cara?",
,
,
,
"O vale-tudo de Dilma Rousseff deixou o Brasil sem dinheiro. Veja o resumo do caos http://t.co/0RoVnOGsGQ.",
"@paularmv Música de protesto https://t.co/V1bkFIgA7X",
"RT @PastorMalafaia: O PT faz ameaças se Dilma cair, quando eles na verdade, são a grande ameaça para o Brasil.O país não agüenta mais o des…",
"Dar prioridade a impeachment é o mesmo que colocar fogo no país, diz Renan: BRASÍLIA (Reuters) - O presidente ... http://t.co/JodQnFasoK",
"RT @DaniloGentili: Cara. A Dilma é a presidente mais impopular da história e não tem um comediante zuando ela. É um cenário muito estranho …",
"RT @jao_snow: - O senhor confirma que fez doações de campanha para a Dilma Rousseff ?",
,
,
"RT @VEJA: TCU votará contas de Dilma a partir do dia 26 http://t.co/RXGSJDlHov",
"RT @OdeCarvalho: O PT tem o mesmo problema da Venezuela: escassez de papel higiênico. A Dilma é o único rolo que sobrou, todos se limpam ne…",
"O governo não consegue resolver esta crise. E agora, quem poderá nos ajudar?",
"RT @brasilpost: Juiz da Lava Jato diz que recursos no Brasil viraram 'aposta na impunidade' http://t.co/PfvLWsANba http://t.co/DebpTJyGxO",
"Felizmente terminei toda uma investigação escandalosa. Entendi o golpe de GANGSTER e concluí a entrevista c/ @CarneiroMPCGO",
"RT @VEJA: TCU votará contas de Dilma a partir do dia 26 http://t.co/RXGSJDlHov",
"RT @oConsciente: revistaforum: “Não vai ter golpe!”: Dilma é ovacionada no Maranhão http://t.co/uCPZaU4ZK1 http://t.co/nk5TfjWegO",
"RT @profeborto: Até pornografia esta gente esta chamando de cultura.. Serão banidos da história com filme e tudo.. canalhas, https://t.co/7…",
"RT @DecaRGarcia: Manipulação pró Dilma. https://t.co/VWgZMmK3w2",
"Dilma - Saudação à Mandioca (REMIX) - By Timbu Fun https://t.co/SO6thKngZv via @YouTube",
"Aécio Neves homenageou o amigo Eduardo Campos.Para Aécio, Eduardo faz muita falta ao Brasil.",
,
"Dilma repudia 'vale-tudo' na política e diz que as pessoas devem pensar primeiro no país http://t.co/gOTq1TDkXh Via Globonews",
"RT @alvarodias_: “Governo do PT passou muito tempo armando uma bomba-relógio, que agora explodiu no colo da população” http://t.co/jkyuHuDd…",
"RT @andrevallias: Globo, Veja, Folha, Fiesp, Firjan, banqueiros e representantes do agronegócio formam FRENTE DE ESQUERDA p/ defender gover…",
"RT @tottustu: Participem dos excelentes grupos no whats's anti-pt (Movimento Brasil Sem Bolivarianismo) Conntatar @freedomsower  https://t.…",
"RT @soldadonofront: ""@revistaforum: “#Nãovaitergolpe!”: Dilma é ovacionada no Maranhão http://t.co/dshlkdpPeF http://t.co/KRgvDkvwQu""",
"PARANÁ: Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo http://t.co/aZRCFSoATf #2012é10",
"#Dilma para de ficar f#dendo os brasileiros e dê logo um jeito,de melhorar essa crise no nosso país!",
"RT @MaconhariaTt: dilma rousseff salva os mlk, assina essa lei pra nois pode fuma um beck♫",
"Tudo bem que me arrependi da Dilma e a PTZada, mas pelo outro lado... https://t.co/Kr1Sm8QiDf",
"RT @VittiStew: Sexta ainda tem o elenco juntos pra assistir o último capítulo, vou me preparar pro golpe final #MPN #RAFAELVITTI",
"RT @corruPTofobico: » Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo http://t.co/FVkJTjrJpH",
"RT @MAUROROBERTO13: Putz, 9% aprovação desgoverno PT... Insana e demente Bandilmis...",
,
"RT @jwbranda: @eduflobo73 @tottustu LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW2o",
"RT @ThirzziaGC: @DepEduardoCunha Presidente, essa é a prova do que estamos reclamando há tempos: o uso político da Instituição AGU pelo gov…",
"AGORA CHORA COXINHADA",
,
,
,
"RT @soldadonofront: ""@revistaforum: “#Nãovaitergolpe!”: Dilma é ovacionada no Maranhão http://t.co/dshlkdpPeF http://t.co/KRgvDkvwQu""",
"RT @JDanieldf: Então aponte os INFRATORES, ministra Kátia Abreu https://t.co/2D5SD8FuO3",
"RT @dep_padrejoao: Presidenta Dilma entregou mais 3 mil novas moradias do Programa Minha Casa, Minha Vida, em São Luis, capital do... http:…",
"'Vou fazer um apelo. Vamos repudiar sistematicamente o vale-tudo para atingir qualquer governo' Dilma",
"RT @DecaRGarcia: Manipulação pró Dilma. https://t.co/VWgZMmK3w2",
"""Eu botei mó fé no Lula, veja só no que é que deu...""",
,
"RT @Costaleudo: LAVA JATO PEGA TÓFOLLI!  DE NOVO, SUAS DIGITAIS APARECEM NA REDE DE CORRUPÇÃO http://t.co/N029IGhvGs http://t.co/JpZyJlf7jC",
"RT @alvarodias_: “Governo do PT passou muito tempo armando uma bomba-relógio, que agora explodiu no colo da população” http://t.co/jkyuHuDd…",
"RT @HoeltgebaumJ: Mais fatos envolvendo Toffoli, por revelações de uma advogada do DF.",
,
,
"cabral se banha embaixo, dilma cachoeira, acmergência, acminência",
,
"Quem autorizou o Presidente da Globo, falar em nome de 90% do povo BR que quer ""FORA DILMA""?!",
,
"@lLaraenoli Ataque do PT ao Congresso é golpe de estado. - http://t.co/usOakmfPNZ",
"RT @turquim5: Imperdível...Boechat calando a boca suja dos golpistas derrotados: Tem que tirar o CUnha e não a Dilma!!! https://t.co/RKmLdO…",
"RT @AlexLimaReal: ""@congemfoco: Ministérios do Planejamento e Previdência serão alvo da Lava Jato http://t.co/in30kRMqkj  http://t.co/pYe9S…",
"RT @Rconstantino: PT sempre na defesa dos bandidos: é luta por causa própria! http://t.co/DI8hiAQ7e4",
"Legado de Dilma é o combate à corrupção e o fortalecimento das instituições, diz Financial Times http://t.co/CqVewCtVRB",
"Carta a Eduardo Campos, Coluna de Aécio Neves na Folha http://t.co/KNsOtec1y1",
"Quando vai amadurecer então eim 😕 https://t.co/8JAb9YbbeM",
"Governo Dilma se distancia cada vez mais da verdade, afirma @AecioNeves http://t.co/bwtDBcQRGa http://t.co/nsyrrqH1cp",
"RT @ChicoSales: Dilma faz apelo contra o vale-tudo na política http://t.co/sPLftuC5Cv RT Não foi ela mesmo que disse ""fazer o diabo"" se pre…",
"Porque Protesto já não é eficaz http://t.co/r9jOrlroUv",
"RT @Ca_Moredi: DISSIMULADA, ATÉ PARECE QUE ELES PENSAM NO BRASIL QDO SAQUEIAM OS COFRES, MENTIROSA,FALSA https://t.co/abjoq3N6ya",
"RT @jwbranda: @eduflobo73 @tottustu LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW2o",
"RT @guidorezende: Lula participa da abertura da Marcha das Margaridas amanhã (11), em Brasília: http://t.co/ieWyPed6yb""",
"RT @FBIOGALLO: @Ezequiasns ",
,
,
"RT @midiacrucis: atentem! levantem a guarda, olhovivo e farofino, o golpe continua na agenda Nem Che, nem Brizola acreditam EUA/midia https…",
"ESSE PROBLEMA DE FALHA DE SISTEMA NOS BANCOS É A DILMA CONFISCANDO NOSSOS DINHEIRINHOS #FORADILMA #FORAPT #PTMENTE #ABRAOOLHO #GLOBOGOLPISTA",
"RT @ThirzziaGC: @DepEduardoCunha Presidente, essa é a prova do que estamos reclamando há tempos: o uso político da Instituição AGU pelo gov…",
"RT @revistaforum: “Não vai ter golpe!”: Dilma é ovacionada no Maranhão http://t.co/TVXsx45CrU http://t.co/ZrV37ogc6l",
"RT @brasil247: Mauro Santayana: quem quebrou o País foi FHC, não Dilma | Brasil 24/7 http://t.co/Q6dk6hcH23 via @brasil247",
"@Ary_AntiPT @IvamarLopes @graca52  LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW2o",
"""Dilma condena o vale-tudo político""...",
,
,
"TudoMaisUmPouco: DENUNCIA – Militantes disfarçados de sem-teto ‘ganham’ R$ 89 milhões do governo... http://t.co/2RVdEglDfA",
"""@exame_com: Priorizar impeachment é colocar fogo no país, diz Renan &amp;gt; http://t.co/tyfXKD4uTn http://t.co/kj8t2qyjM1"" NÃO ME REPRESENTA",
"RT @semfimlucrativo: O que sobrar do PT até 2018, será preso e processado pela lei anti-terrorismo que a Dilma mandou para o congresso em 2…",
"RT @CheZeGuevara: LIÇÃO de CASA para @dilmabr ",
,
,
"RT @revistaforum: “Não vai ter golpe!”: Dilma é ovacionada no Maranhão http://t.co/TVXsx45CrU http://t.co/ZrV37ogc6l",
"RT @pavanramos: @DepEduardoCunha Os membros da AGU repudiam a advocacia de governo. O AGU não nos representa! #PEC443 e #PEC82",
"RT @nilda_ap: Dilma critica 'vale tudo' e diz que é preciso pensar primeiro no Brasil - TNonline http://t.co/KXEsDQGTMu",
"RT @CheZeGuevara: #MeuIbopeÉDilma pq tirar o Brasil do mapa da fome não é para qualquer governante. http://t.co/hXMrd2LMoq",
"RT @DiAntequera: @DepEduardoCunha AGU aparelhada pelo Governo! Uma instituição de Estado colocada a serviço de interesses políticos! ListaT…",
"""O mais preocupante é que não estamos falando de um governo em final de mandato, mas sim de um governo eleito recentemente"" @alvarodias_",
"Eu me sentiria mais seguro sendo governado pelo Tiririca do que pela Dilma...",
"http://t.co/euTOGbGvJQ Líder do governo, José @guimaraes13PT, em entrevista exclusiva ao @brasil247 , discorre sobre a conjuntura política.",
"DEIXE DE SER BADECO! #ESTUDE",
,
"RT @PTLinhaDireta: Lula participa da Marcha das Margaridas http://t.co/9ZOiE7bTbw",
"Um babaca que não sabe de que lado fica, tonto. ",
,
"Olá _theiron curta nossa pagina no facebook! ♥ :) http://t.co/HyNukKymIp http://t.co/mpEMH0wFgp",
"NÃO vai ter golpe... NÃO vai ter golpe",
,
"ASSISTA ao vídeo, é imperdível!!!",
,
"RT @maranhaodagente: ""Nós defendemos a democracia, somos contra qualquer tipo de golpe"" diz governador @FlavioDino http://t.co/Ufifoei3Ka",
"Dilma reage ao ""vale tudo"" http://t.co/yfz17SC9bA",
"Olá adrianokmd_ curta nossa pagina no facebook! ♥ :) http://t.co/HyNukKymIp http://t.co/Cjsu6wuVMW",
"@Montpelier0 @GABRlELPINHEIRO @fitzca LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW2o",
"Olá Uskeus curta nossa pagina no facebook! ♥ :) http://t.co/HyNukKymIp http://t.co/SBbKnSYY7i",
"""Governo vai desenvolver nos próximos dias uma agenda estruturante, diz Levy"" http://t.co/zrEYs9ECYm",
"RT @BrigSilvaRincon: @aresgueal06 16 de Agosto del 2010?&lt;33333333",
"Torcida do Inter faz protesto no CT http://t.co/01X8mGCVmf http://t.co/v3ntsCcCkn",
"@facebook q no Brasil mantem página de ""Morte ao Lula"" Criminosos! @nytimes @DeutscheWelle @bbcbrasil @AgenciaTelam  https://t.co/7hXozyqKia",
"@juntakadaveres olha, 12 anos de governo e olha, TÁ foda. Não entendo a galera sair correndo defendendo o PT como ~partido oprimido~",
"RT @jao_snow: - O senhor confirma que fez doações de campanha para a Dilma Rousseff ?",
,
,
"PT, LULA E DILMA CONTINUAM A CONTAR MENTIRAS PARA O POVO DO PAÍS. FIQUEM ATENTOS, HÁ GOLPE (DELES) EM ANDAMENTO. CUIDADO POVO.",
"Renato Meirelles: Insatisfação não é o mesmo que apoiar impeachment - Portal Vermelho http://t.co/JkW11PJuIx? http://t.co/SuZUave7DO",
"Governo vai desenvolver nos próximos dias uma agenda estruturante, diz Levy http://t.co/gxjVr4aiB9",
"RT @BlogDoPim: Se a imprensa brasileira se empenhasse para derrubar Dilma Rousseff como se empenha para derrubar Donald Trump, ela já teria…",
"RT @cristianoguibor: Tá desesperada!!! https://t.co/HlHZG7dxJA",
"#senado ",
,
,
,
"@AdrianaPorto1 Música de protesto https://t.co/V1bkFIgA7X",
"RT @DiAntequera: @DepEduardoCunha AGU sendo usada a serviço do Governo! Advocacia Pública de Estado URGENTE!!!! #ListaTrípliceAGU #PEC82",
"RT @jwbranda: @eduflobo73 @tottustu LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW2o",
"2-', seja o governo federal, seja o governo dos estados, dos municípios"" ",
,
"7 exemplos de como os formadores de opinião tratavam o impeachment nos tempos de Collor http://t.co/0HOFHQmsDb",
"RT @brasilpost: Juiz da Lava Jato diz que recursos no Brasil viraram 'aposta na impunidade' http://t.co/PfvLWsANba http://t.co/DebpTJyGxO",
"RT @Dri_Caldeira: Uma puta crise no país e levei 20 min p achar um carrinho vazio no Extra da Pinheiro Machado. Dilma, Dilma...",
"no opovo Formas de Governo em Aristóteles http://t.co/mYlzA7XA9W via opovo",
"#RBR - Ana Maria Braga usa colar de cebolas em protesto contra preço do alimento http://t.co/1fhEpxcCGI",
"no opovo Governo vai desenvolver nos próximos dias uma agenda estruturante, diz Levy http://t.co/4dyJma037t via opovo",
"RT @ApyusCom: Novos réus na Lava Jato http://t.co/4TezwKsx4p http://t.co/3wCMsa3ume",
"RT @spotniks: 7 exemplos de como os formadores de opinião tratavam o impeachment nos tempos de Collor http://t.co/4jJG9qa7f8 http://t.co/2t…",
"RT @cartamaior: Marcha das Margaridas: 70 mil vão Brasília. Acredite, Dilma, sua chance está aqui; mais que na trégua da Globo https://t.co…",
"@fitzca Qual deles é o Lula? Onde está Wally?",
"Com Aécio, Alckmin e Marina, crise no governo domina homenagem a Campos: Paula PachecoA situação política e ec... http://t.co/sChdJGP3Jo",
"RT @BlogdoAmorim: A que ponto chegamos: MUSEU do LULA em S. Bernardo? Vejam as fotos do luxuoso projeto! http://t.co/HmtM2c7XRw",
"@FBIOGALLO @Ezequiasns mas como assim? Esse safado é pego com $ na cueca e ainda está no governo?",
"porque no brasil, corrupção é genoíno",
"Com Aécio, Alckmin e Marina, crise no governo domina homenagem a Campos",
"RT @BodeOfWar: #B0DERULEZ Protesto contra Dilma altera horário e trajeto de evento-teste das Olimpíadas: Largada será às 8h30... http://t.c…",
"RT @Pauladrs: @DepEduardoCunha Os membros da AGU repudiam a advocacia de governo. O AGU não nos representa! #PEC443 e #PEC82",
"RT @moemaqd: @DepArthurMaia a pec 300 não precisa de companhia, mas a AGU precisa se tornar advocacia de Estado e não de Governo NÃO à incl…",
"RT @Zaga_Silos: Alguém me explica... Prometer ministério a um partido de ""porteira fechada"" pode uma coisa boa é republicana? Não da mais n…",
"RT @lidgovcd: http://t.co/euTOGbGvJQ Líder do governo, José @guimaraes13PT, em entrevista exclusiva ao @brasil247 , discorre sobre a conjun…",
"RT @mceciliatav: @br45ilnocorrupt ",
,
"Encontro de Dilma com 13 ministros não vai resultar em nada http://t.co/FIA5oV0gov via @veja",
"@JorgeXiada @bichocachorro12 LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW2o",
"@CanaisTVOnline Com Aécio, Alckmin e Marina, crise no governo domina homenagem a Campos http://t.co/qlcbHgYeEc #TvOnline #Tv #Filme",
"Encontro de Dilma com 13 ministros não vai resultar em nada http://t.co/wXFE7m9dCX via @veja",
"Comoooo quee taa o protesto!",
"#RBR -  Ana Maria Braga usa colar de cebolas em protesto contra preço do alimento http://t.co/YuPKsVDBWP",
"SERIA O GOLPE 2015 ? DONO DA GLOBO ANSEIA POR ENCONTRO COM SENADORES PETISTAS E PREGA CONTINUIDADE DO GOVERNO DILMA  ",
,
"Para terminar bem o dia, não sei se rio, ou choro deste vídeo, votou na Dilma, então chupa kkkkkk, abraço. http://t.co/n5S1W8u69A",
"RT @ThirzziaGC: @DepEduardoCunha Pres., tudo isso é por conta do aparelhamento q vem sofrendo a AGU e a Advocacia de Governo q se instalou …",
"RT @JGdj1963: PIB NEGATIVO",
,
,
,
"RT @jwbranda: @eduflobo73 @tottustu LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW2o",
"RT @AlexLimaReal: ""@congemfoco: Ministérios do Planejamento e Previdência serão alvo da Lava Jato http://t.co/in30kRMqkj  http://t.co/pYe9S…",
"@CanaisTVOnline Com Aécio, Alckmin e Marina, crise no governo domina homenagem a Campos http://t.co/3yPQAkeArR #TvOnline #Tv #Filme",
"Torcida do Inter faz protesto no CT. Direção e Anderson são os alvos (10/08/15-16h31):  http://t.co/t983jwTNtg #renatogottschal",
"Se a Dilma tiver um filho, ninguém vai saber qual é o pai, nem mesmo a equipe que fizer o exame de DNA. Ora, ela fodeu com o Brasil todo.",
"RT @PlantaoBrasilBR: NETFLIX ' SOCANDO ' FIRME NA GLOBO, QUE APELA A DILMA",
,
"RT @casa_dos_pobres: 'Vou fazer um apelo. Vamos repudiar sistematicamente o vale-tudo para atingir qualquer governo' Dilma",
"""Dilma mentiu para a população"", diz Ciro: http://t.co/oLfqTh0vZL via @opovoonline",
"Com Aécio, Alckmin e Marina, crise no governo domina homenagem a Campos: Paula PachecoA situação política e ec... http://t.co/f8q4OS4bj8",
"RT @o_antagonista: EXCLUSIVO: LULA A JATO. ",
,
"É amanhã. Marcha das Margaridas terá 70 mil mulheres com Dilma, em Brasília. http://t.co/Tm19UvaanE",
"RT @oConsciente: albertocantalic: Entrega de casas no Maranhão vira ato de desagravo a Dilma -  http://t.co/CI5CuspUOq",
"@UOLEsporte Torcida do Inter faz protesto no CT. Direção e Anderson são os alvos (10/08/15-16h31) http://t.co/ZXlREJPRo9 [ UOL Esporte ]",
"RT @blogplanalto: Dilma: Essas casas foram construídas c/ recursos arrecadados c/ impostos. É uma decisão política construir casa p/ quem m…",
"Presidente Dilma critica o que chamou de ""Vale-tudo"" na politica http://t.co/STQ6X7NdUU",
"Policia Federal e Ministério Publico, nos calcanhares do Lula. ",
,
"Lava-Jato não pode ser apenas um 'soluço', sem frutos para o futuro, diz Moro http://t.co/4Y6NfFEX0p",
"Chegada de Zé Dirceu e protesto em frente a PF de Curitiba, : até entre aqueles que eram contra Dilma já... http://t.co/xmf8dD4qc2",
"[VÍDEO] Presidente Dilma critica o que chamou de ""Vale-tudo"" na politica http://t.co/8VyblR23YC via @TvBandnews",
"RT @Ary_AntiPT: ""@congemfoco: Ministérios do Planejamento e Previdência serão alvo da Lava Jato http://t.co/5Xrvzww0BI http://t.co/pa1cK5sU…",
"@soraiazc Ataque do PT ao Congresso é golpe de estado. - http://t.co/usOakmfPNZ",
"RT @DaniloGentili: LEITURA DO DIA:",
,
,
"RT @AlexLimaReal: 9 promessas furadas contadas por Dilma na campanha. http://t.co/drmZCIfl9a",
"RT @MBLivre: 9 promessas furadas contadas por Dilma na campanha.... http://t.co/QJT7dgBhbS",
"Lava-Jato não pode ser apenas um 'soluço', sem frutos para o futuro, diz Moro http://t.co/qKWmlX76oY",
"RT @DiAntequera: @DepEduardoCunha AGU aparelhada pelo Governo! Uma instituição de Estado servindo a interesses políticos! #PEC82 #ListaTríp…",
"Menstruada, jovem corre maratona sem absorvente em protesto http://t.co/JS4aD1WLsu",
"Presidente Dilma critica o que chamou de ""Vale-tudo"" na politica http://t.co/KiMm5ZRRVc",
"Torcida do Inter faz protesto no CT. Direção e Anderson são os alvos (10/08/15-16h31):  http://t.co/rjWaVLAI5v",
"#noticia Presidente Dilma critica o que chamou de ""Vale-tudo"" na politica http://t.co/4fI9CtFix5",
"Haja refri e pão com mortadela! https://t.co/kTsPRkcAKP",
"RT @UOLNoticias: Com o Lobão a tiracolo, Dilma clama no Maranhão que todos pensem no Brasil http://t.co/cJKRKRVBz9 @UOL",
"RT @DepEduardoCunha: A tentativa de alguns de me colocar como vilão das contas publicas por retaliação ao governo nao tem amparo na realida…",
"RT @TucaPinheiroDF: O Antagonista - EXCLUSIVO: LULA A JATO! http://t.co/cHLv9YTN3I",
"RT @carloscvlopes: @DepEduardoCunha Não permita que a AGU vire escritório de advocacia do governo. Resgate o papel constitucional da AGU. #…",
"Torcida do Inter faz protesto no CT. Direção e Anderson são os alvos (10/08/15-16h31) http://t.co/35FcE2wQSG #GOEC",
"RT @ptbrasil: Credenciamento da imprensa para o Ato Nacional da Educação com #Lula. ",
,
"RT @DricaCamaraRio: @carmenrdias @jpgrupo mas e muito emocionante mesmo, o ""Nao vai ter Golpe"" espontâneo. Tb me emocionei aqui.",
"RT @blogplanalto: Dilma: Que país pode se dar ao luxo de ter uma fronteira agrícola? A 7ª economia do mundo, o Brasil! #TEGRAM",
"RT @SaikoMene: se fosse um gato, ou um cachorro nego tava fazendo protesto pra prender o maluco https://t.co/kncrdUgceU",
"@JorgeXiada LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW2o",
"RT @DiAntequera: @DepEduardoCunha AGU aparelhada pelo Governo! Uma instituição de Estado colocada a serviço de interesses políticos! ListaT…",
"Presidente da CPI do BNDES dá como certa investigação contra Lula | Revolta Brasil http://t.co/4w4pWK6YAF",
"RT @RadiodoMoreno: Cunha rompeu com governo, MPF, com o regimento e, agora, com AGU. Rompe com todos que o contrariam. Daqui a pouco, rompe…",
"RT @DennisOnTheNet: Na marra, no chute e no grito: Dilma quer recuperar poder convocando radicais e declarando guerra a 92% dos brasileiros…",
"RT @g1: Brasil precisa de quem pensa primeiro nele e depois em partidos, diz Dilma http://t.co/5k8keYZ4G8 #G1 http://t.co/JZZmHwHFWE",
"Qual seria a resposta de Eduardo Campos à carta espírita de Aécio? Por Kiko Nogueira http://t.co/kNdpCTgA2X",
"Movimentos convocam natalenses para “Fora Dilma” no dia 16 de agosto. http://t.co/1G4925cZmk",
"RT @charlesbigfoot: Mais um tiro no pé: https://t.co/36EaVjwBX5",
"RT @BlogDoPim: Desesperada, Dilma cobra de adversários o que seu governo nunca fez: pensar primeiro no Brasil http://t.co/tyxfu9WF57 http:/…",
"agora que eu trabalho pro governo tenho que analisar os fatos pra ver se sou leslie, april, ann ou donna",
"Lava-Jato não pode ser apenas um 'soluço', sem frutos para o futuro, diz Moro http://t.co/4Y6NfFEX0p",
"Lava-Jato não pode ser apenas um 'soluço', sem frutos para o futuro, diz Moro http://t.co/l6Pzxfk5j0",
